Author,Quote
Naomi Benaron,"When readers close the covers on 'Running the Rift,' I want them to understand that it is not a genocide novel but rather a story of hope and rebirth."
Cush Jumbo,"Playing Mark Antony in Julius Caesar was the most thrilling thing I've done. You get these speeches that were written for men, and you're running around like an action hero, climbing scaffolding and beating people up. It was very freeing."
Pico Iyer,"It takes 25 minutes to recover from a phone call or an e-mail, researchers have found, and yet the average person receives such an interruption every 11 minutes. Which means that we're never caught up; we're always out of breath, running behind."
Ralph Northam,"I'm running for governor because I want to build a Virginia that works for everyone - no matter who you are, no matter where you're from."
Bernard Sumner,"In Salford, we had fish in our tap water. I remember, one hot summer day, running to the toilet at playtime and dunking our heads in a sink full of water. I remember putting my head in and seeing all these little fish in it."
Milkha Singh,"When I started running in 1951, running shoes weren't even produced in India."
R. Lee Ermey,"I got space from Travis Air Force Base, went back to the Philippine Islands and made it a point to meet the only American casting director in the Philippines. I was off and running."
Matthew Stafford,"In Detroit, the quarterbacks lift with all the linebackers and running backs and everybody else, so I'm doing that whole thing."
"Chris Harris, Jr.","That's the only way you can stop a guy like Cam Newton. Hit him. He's unstoppable, so whenever he does try to run like a running back, you got to punish him."
Dan Aykroyd,"I think I'm a narcoleptic. I could sleep on a railway track with a train running over me, in-between the rails."
Mazie Hirono,Running for office is not easy. It's not enough to want it.
Kevin Nash,"Everyone wants to call wrestling 'the business.' Why don't you treat it like a business? I don't care if you're running a diner, if you're running a car wash or a wrestling company. It's all business."
Tammy Duckworth,Running for Senate is a very involved process.
Theodore C. Sorensen,"I think Democrats made a mistake running away from liberalism. Liberalism, uh, Franklin Roosevelt, Harry Truman, John and Robert Kennedy - that's what the Democratic party ought to reach for."
David Mixner,"When she was running for election in 2006, I went to Missouri to campaign for Senator Claire McCaskill. She impressed the hell out of me and I fell in love with her mother Betty Anne who is a pistol!"
Mo Farah,"Even though running is work for me, I always miss it if I take a break. A lot of people find running relaxing, but I can never switch off from timing and competing against myself."
James Dyson,"I grew up running miles of the Norfolk coastline. I'd think nothing of a six-mile run before breakfast. I still run, though not as far and not before muesli."
